0  0  1
0  1  1
0  3  1
0  5  1
0  6  1
0  8  1
0  9  1
0  14  1
0  17  1
0  19  1
0  20  1
0  24  1
0  25  1
0  27  1
0  28  1
0  29  1
1  1  1
1  4  1
1  5  1
1  6  1
1  7  1
1  9  1
1  12  1
1  17  1
1  18  1
1  20  1
1  21  1
1  29  1
2  0  1
2  2  1
2  8  1
2  9  1
2  14  1
2  17  1
2  18  1
2  20  1
2  21  1
2  23  1
2  24  1
2  25  1
2  26  1
2  28  1
3  2  1
3  4  1
3  7  1
3  8  1
3  10  1
3  12  1
3  13  1
3  19  1
3  20  1
3  21  1
3  22  1
3  23  1
3  24  1
3  25  1
3  26  1
3  28  1
3  29  1
4  0  1
4  1  1
4  3  1
4  5  1
4  7  1
4  8  1
4  11  1
4  12  1
4  13  1
4  16  1
4  18  1
4  23  1
4  24  1
4  29  1
5  0  1
5  1  1
5  3  1
5  5  1
5  13  1
5  14  1
5  15  1
5  17  1
5  18  1
5  20  1
5  23  1
5  26  1
6  0  1
6  2  1
6  3  1
6  4  1
6  5  1
6  8  1
6  9  1
6  12  1
6  14  1
6  16  1
6  18  1
6  19  1
6  20  1
6  21  1
6  22  1
6  23  1
6  24  1
6  26  1
6  28  1
6  29  1
7  1  1
7  2  1
7  3  1
7  5  1
7  7  1
7  11  1
7  12  1
7  13  1
7  14  1
7  17  1
7  21  1
7  22  1
7  23  1
7  25  1
7  27  1
8  0  1
8  1  1
8  2  1
8  4  1
8  6  1
8  7  1
8  8  1
8  9  1
8  11  1
8  12  1
8  13  1
8  14  1
8  18  1
8  21  1
8  22  1
8  23  1
8  26  1
8  27  1
8  29  1
9  0  1
9  1  1
9  6  1
9  10  1
9  12  1
9  13  1
9  14  1
9  15  1
9  17  1
9  19  1
9  20  1
9  23  1
9  24  1
9  26  1
10  0  1
10  1  1
10  5  1
10  6  1
10  8  1
10  10  1
10  15  1
10  16  1
10  18  1
10  19  1
10  21  1
10  23  1
10  25  1
10  28  1
11  0  1
11  1  1
11  3  1
11  5  1
11  10  1
11  12  1
11  19  1
11  20  1
11  22  1
11  23  1
11  24  1
11  25  1
11  26  1
11  27  1
11  29  1
12  2  1
12  3  1
12  4  1
12  5  1
12  6  1
12  8  1
12  9  1
12  10  1
12  13  1
12  14  1
12  16  1
12  18  1
12  19  1
12  21  1
12  28  1
12  29  1
13  1  1
13  2  1
13  3  1
13  4  1
13  5  1
13  6  1
13  8  1
13  12  1
13  13  1
13  14  1
13  17  1
13  20  1
13  23  1
13  27  1
13  29  1
14  0  1
14  1  1
14  2  1
14  9  1
14  10  1
14  11  1
14  12  1
14  13  1
14  14  1
14  15  1
14  16  1
14  17  1
14  18  1
14  21  1
14  27  1
14  28  1
14  29  1
15  2  1
15  7  1
15  8  1
15  9  1
15  10  1
15  11  1
15  12  1
15  16  1
15  19  1
15  20  1
15  21  1
15  23  1
15  25  1
15  28  1
16  2  1
16  4  1
16  5  1
16  7  1
16  8  1
16  9  1
16  10  1
16  11  1
16  12  1
16  13  1
16  14  1
16  16  1
16  19  1
16  21  1
16  23  1
16  27  1
16  28  1
16  29  1
17  0  1
17  1  1
17  2  1
17  4  1
17  6  1
17  10  1
17  11  1
17  12  1
17  26  1
17  29  1
18  0  1
18  1  1
18  3  1
18  4  1
18  5  1
18  7  1
18  8  1
18  9  1
18  10  1
18  12  1
18  13  1
18  14  1
18  15  1
18  19  1
18  20  1
18  21  1
18  22  1
18  26  1
18  27  1
18  28  1
19  1  1
19  2  1
19  4  1
19  5  1
19  6  1
19  8  1
19  10  1
19  12  1
19  13  1
19  14  1
19  15  1
19  16  1
19  17  1
19  18  1
19  21  1
19  23  1
19  27  1
19  29  1
20  0  1
20  2  1
20  3  1
20  7  1
20  10  1
20  14  1
20  15  1
20  17  1
20  18  1
20  19  1
20  20  1
20  22  1
20  24  1
20  25  1
20  26  1
20  27  1
20  28  1
21  0  1
21  1  1
21  2  1
21  3  1
21  4  1
21  9  1
21  12  1
21  15  1
21  16  1
21  21  1
21  23  1
21  24  1
21  25  1
21  26  1
21  28  1
21  29  1
22  0  1
22  1  1
22  4  1
22  6  1
22  9  1
22  10  1
22  11  1
22  12  1
22  16  1
22  17  1
22  19  1
22  20  1
22  21  1
22  25  1
22  28  1
22  29  1
23  0  1
23  5  1
23  6  1
23  7  1
23  8  1
23  9  1
23  10  1
23  11  1
23  13  1
23  14  1
23  18  1
23  20  1
23  22  1
23  23  1
23  28  1
24  0  1
24  2  1
24  3  1
24  6  1
24  7  1
24  8  1
24  11  1
24  15  1
24  16  1
24  17  1
24  18  1
24  19  1
24  20  1
24  21  1
24  26  1
25  0  1
25  2  1
25  6  1
25  10  1
25  11  1
25  14  1
25  16  1
25  18  1
25  20  1
25  21  1
25  24  1
25  26  1
25  28  1
25  29  1
26  0  1
26  5  1
26  6  1
26  7  1
26  8  1
26  10  1
26  14  1
26  16  1
26  18  1
26  19  1
26  21  1
26  22  1
26  23  1
26  24  1
26  26  1
26  27  1
27  1  1
27  2  1
27  6  1
27  11  1
27  12  1
27  15  1
27  16  1
27  17  1
27  19  1
27  20  1
27  22  1
27  24  1
27  27  1
27  28  1
28  7  1
28  8  1
28  9  1
28  13  1
28  15  1
28  19  1
28  22  1
28  24  1
28  26  1
28  27  1
28  28  1
29  1  1
29  2  1
29  4  1
29  7  1
29  16  1
29  20  1
29  21  1
29  22  1
29  25  1
29  26  1
29  27  1
29  28  1


